"link","Pje_Total_BP_en_RC"
"620423010",0.16
"620423011",0.16
"620423101",0.13
"620423507",0.01
"620423601",0.05
"620423609",0
"620423610",0.12
"620423701",0.21
"620423708",0.35
"620424001",0.23
"620424002",0.1
"620424301",0.45
"620770402",0
"620770404",0.01
"660070408",0
"660070416",0.1
"660280104",0
"660280109",0.09
"660280110",0
"660280111",0.01
"660280117",0.01
"660280118",0.11
"660280201",0
"660280202",0.01
"660280206",0.04
"660280208",0.41
"660280403",0
"660280404",0.82
"660280405",0.1
"660280406",0
"660280407",0
"660280419",0.11
"660280502",0
"660280503",0.21
"660280504",0.13
"660280507",0.02
"660280809",0.02
"660280905",0.03
"660280908",0.06
"660281213",0.06
"660281501",0
"660281504",0.17
"660281505",0.43
"660281506",0.02
"660281507",0.09
"660281511",0
"660281602",0.12
"660281608",0.02
"660281609",0.09
"660281613",0.11
"660281615",0.08
"660281616",0.17
"660281617",0.5
"660281619",0.09
"660281713",0.19
"660281714",0.19
"660281716",0.08
"660281814",0.09
"660281817",0.03
"660281818",0
"660281902",0.01
"660281906",0.01
"660281909",0.41
"660281910",0.49
"660281914",0.48
"660281915",0.37
"660282008",0.01
"660282012",0.08
"660282019",0.1
"660282104",0
"660282305",0.06
"660282401",0
"660282410",0.13
"660282504",0
"660282601",0.19
"660282613",0.07
"660282614",0.09
"660282615",0.01
"660282617",0.16
"660282618",0.44
"660282620",0.02
"660282701",0.03
"660282702",0.14
"660282713",0.08
"660282715",0.06
"660350102",0
"660350103",0
"660350106",0
"660490205",0
"660560102",0
"660560107",0.03
"660560108",0
"660560116",0.08
"660560117",0.18
"660560118",0.02
"660560204",0
"660560205",0
"660560209",0.04
"660560301",0
"660560302",0
"660560304",0
"660560402",0
"660560403",0
"660560405",0.18
"660560608",0
"660560610",0
"660560614",0.11
"660560616",0.01
"660560620",0.02
"660560624",0.01
"660560626",0.01
"660560701",0.05
"660560709",0.01
"660560712",0.05
"660560713",0.12
"660560714",0.02
"660560715",0.32
"660560801",0.14
"660560802",0
"660560804",0.17
"660560805",0.08
"660560809",0.38
"660560810",0.41
"660560811",0.18
"660560812",0.36
"660560813",0.28
"660560814",0.1
"660560901",0.02
"660560907",0.18
"660560908",0.4
"660560909",0.43
"660560910",0.28
"660560911",0.03
"660560913",0.03
"660560919",0.22
"660560921",0.02
"660560922",0.18
"660560923",0.01
"660560924",0.39
"660561014",0.02
"660770108",0.04
"660770304",0
"661120104",0
"661120105",0
"661120309",0.02
"661120310",0.38
"661120311",0.06
"661120409",0.01
"661120410",0.06
"661260101",0
"661260204",0
"661260205",0
"661260212",0.66
"661260403",0.1
"661260404",0
"661260405",0
"661260412",0.07
"661260413",0
"661260414",0.18
"661260416",0
"661260601",0
"661260611",0.21
"661260623",0
"661260625",0
"661260702",0.3
"661260709",0.08
"661260713",0.15
"661260718",0.04
"661260719",0.31
"661260720",0.18
"661260721",0.17
"661260810",0.31
"661260811",0.79
"661260812",0.32
"661260818",0.01
"661260823",0.02
"661260824",0.01
"661400102",0
"661400107",0
"661400401",0.02
"661400404",0.22
"661400405",0.04
"661470404",0
"700280302",0.02
"700280602",0.01
"700350101",0.03
"700350102",0.01
"700350104",0.01
"700350201",0.01
"700350203",0
"700350204",0
"700350301",0
"700350302",0
"700350502",0
"700420101",0.01
"700420212",0.01
"700420503",0
"700420506",0.05
"700420507",0.03
"700700104",0.07
"700700105",0
"700700108",0.04
"700700109",0.08
"700700110",0.04
"700700112",0.16
"700700113",0.01
"700700114",0
"700700202",0.01
"700700203",0
"700700204",0
"700700207",0.05
"700700501",0
"700700503",0.02
"700770502",0
"700770601",0
"700770703",0
"700840201",0.01
"700840203",0
"700840318",0.08
"700840503",0.02
"700840504",0.01
"700840505",0
"700840612",0
"700980101",0.03
"700980201",0.02
"700980202",0
"700980204",0.01
"700980206",0
"700980306",0
"701120103",0
"701120104",0
"701120105",0.05
"701330101",0
"701330102",0
"701330104",0
"740350406",0
"740350407",0.06
"740350601",0.01
"740350801",0.03
"740350804",0.02
"740351213",0.01
"740351214",0.51
"740351215",0.4
"740351216",0.41
"740351217",0.27
"740351218",0.02
"740351405",0.03
"740560201",0
"740560206",0.47
"740560512",0.01
"740560514",0.03
"740560515",0.03
"740560609",0.01
"740560610",0.14
"740561101",0.03
"740561118",0.06
"740561201",0.52
"740561202",0.07
"740561203",0.01
"740561209",0.02
"740561210",0.03
"740561407",0.04
"740561418",0
"740561502",0.02
"740561601",0
"780210401",0
"780210405",0
"780210406",0
"780211305",0.03
"780211308",0.02
"780211313",0.01
"780211320",0.31
"780211321",0.02
"780211322",0.02
"820140201",0
"820140601",0.2
"820140602",0.01
"820140606",0
"820140609",0.19
"820210416",0
"820210417",0
"820210422",0
"820210514",0.04
"820210715",0
"820210807",0
"820280301",0.35
"820280306",0
"820280322",0.02
"820280401",0.15
"820280402",0.14
"820280403",0.28
"820280404",0.08
"820280405",0.16
"820280501",0.24
"820280502",0.09
"820289201",0
"820350209",0
"820420402",0.45
"820420403",0.48
"820420922",0.01
"820421008",0
"820421011",0.01
"820421016",0.01
"820490118",0.13
"820490119",0
"820490120",0
"820490125",0.11
"820490304",0
"820490308",0
"820490327",0
"820490328",0
"820490510",0
"820490514",0.09
"820490608",0.04
"820490701",0.01
"820490707",0
"820490715",0
"820490718",0.08
"820490719",0.2
"820490802",0.03
"820490803",0
"820490804",0
"820490807",0
"820490808",0.01
"820490810",0.22
"820491016",0.01
"820491019",0.01
"820560206",0.05
"820560207",0
"820560308",0
"820560401",0.01
"820630106",0
"820630110",0.06
"820630118",0
"820630128",0
"820630203",0
"820630213",0.02
"820630226",0
"820630301",0
"820630302",0
"820630308",0
"820630309",0.01
"820630311",0.1
"820630312",0.04
"820630314",0.03
"820630315",0.19
"820630316",0.06
"820630317",0
"820630318",0
"820630319",0.05
"820630324",0
"820630401",0.02
"820630405",0.01
"820630406",0.02
"820630407",0.11
"820630408",0.34
"820630409",1
"820630410",0.54
"820630411",0.06
"820630501",0.24
"820630502",0.03
"820630503",0.01
"820630505",0
"820630506",0.4
"820630509",0.04
"820630510",0.08
"820630511",0.02
"820630512",0.06
"820630601",0.63
"820630602",0
"820630701",0.04
"820631009",0
"820631013",0.25
"820631101",0.15
"820631103",0.02
"820631105",0.02
"820631107",0.3
"820631110",0.08
"820631111",0.18
"820631112",1
"820631113",0.08
"820631114",0.26
"820631115",0
"820631116",0.01
"820631117",0
"820631118",0.3
"820631119",0.95
"820631201",0.11
"820631203",0.27
"820631204",0.77
"820631205",0.01
"820631206",0.01
"820631207",0.07
"820631208",0.01
"820631209",0
"820631210",0.08
"820631215",0.54
"820631308",0.26
"820631309",0.4
"820631310",0
"820631320",0
"820631702",0.04
"820631703",0.03
"820631911",0
"820631913",0.11
"820632501",0.23
"820632502",0
"820632506",0.01
"820632601",0.15
"820632602",0.98
"820632603",0.02
"820632604",0.01
"820632605",0.56
"820632606",0.23
"820632613",0.12
"820632614",0.24
"820632615",0.52
"820632616",0.08
"820632617",0.43
"820632710",0
"820632713",0.24
"820632716",0
"820632815",0.04
"820632816",0.02
"820632818",0
"820632821",0
"820632824",0
"820632901",0.03
"820632902",0.07
"820632904",0.03
"820632905",0
"820633009",0.01
"820633013",0.02
"820633105",0
"820633107",0.08
"820633112",0.04
"820633114",0.1
"820633211",0.01
"820633212",0.07
"820633301",0.13
"820633302",0.21
"820633303",0
"820633304",0.96
"820633305",0.95
"820633309",0.72
"820633310",0.86
"820633401",0.24
"820633402",0.02
"820633403",0.03
"820633404",0.02
"820633405",0
"820633409",0.08
"820633410",0.34
"820633501",0.95
"820633502",0
"820633503",0.01
"820700301",0
"820700302",0
"820700304",0
"820700401",0.03
"820770303",0.07
"820770305",0.1
"820770309",0
"820840101",0
"820840202",0.13
"820840204",0.06
"820840207",0.01
"820840209",0.04
"820840211",0.12
"820840212",0.09
"820840213",0
"820840301",0.1
"820840302",0.09
"820840303",0.01
"820840307",0
"820840308",0.12
"820840309",0.06
"820840310",0
"820840311",0.32
"820840403",0
"820840421",0.07
"820840501",0.01
"820840502",0.02
"820840503",0.02
"820840505",0.04
"820840517",0.01
"820840518",0.02
"820840601",0.02
"820840606",0.01
"820840615",0.02
"820840616",0.08
"820840624",0.33
"820840701",0.05
"820840705",0.02
"820840706",0.23
"820840708",0
"820840709",0
"820840717",0.08
"820840718",0.1
"820840721",0.57
"820840722",0.22
"820840724",0.01
"820840807",0.07
"820840811",0.12
"820840907",0.21
"820840908",0.07
"820841001",0.04
"820841002",0.55
"820841003",0.01
"820841005",0.16
"820841006",0.01
"820841008",0
"820841010",0.06
"820841011",0.04
"820841012",0.01
"820841013",0.08
"820841015",0.17
"820841018",0.01
"820841019",0.88
"820841020",0.17
"820841114",0.29
"820841115",0
"820841205",0
"820841206",0.23
"820841210",0.01
"820841213",0.47
"820841214",0
"820841215",0
"820841216",0.21
"820841217",0.21
"820841218",0.45
"820841221",0.22
"820841301",0.05
"820841302",0.08
"820841303",0.28
"820841304",0.55
"820841306",0.13
"820841307",0.16
"820841308",0.32
"820841309",0.02
"820841314",0.13
"820841401",0.02
"820841509",0.01
"820843003",0.07
"820843007",0.06
"820843014",0.13
"820843206",0
"820843208",0.09
"820843209",0.01
"820843210",0.23
"820843212",0.05
"820843215",0.06
"820843301",0.1
"820843303",0.02
"820843307",0.04
"820843315",0.07
"820843317",0.58
"820843318",0.02
"820843401",0.2
"820843402",0.45
"820843404",0.34
"820843415",0.19
"820843416",0.31
"820843419",0
"820843501",0.12
"820843502",0.17
"820843509",0.01
"820843510",0.09
"820843511",0.27
"820843512",0.35
"820843513",0.08
"820843514",0.03
"820843515",0.09
"820843516",0.57
"820843517",0.95
"820844005",0.39
"820844010",0
"820844011",0.02
"820844102",0.19
"820844103",0.14
"820844104",0.21
"820844105",0.22
"820844106",0.12
"820844108",0.15
"820844109",0.08
"820844110",0.04
"820844201",0.31
"820844202",0.92
"820844203",0.59
"820844205",0
"820844206",0.05
"820844208",0.18
"820844209",0.13
"820844211",0.73
"820844214",0.03
"820844312",0.06
"820844314",0
"820844517",0
"820844520",0.13
"820844521",0.04
"820844701",0.09
"820844703",0.56
"820844704",0.17
"820844710",0.08
"820844714",0.04
"820844716",0.4
"820844802",0
"820844805",0.09
"820844806",0.02
"820844807",0.02
"820844811",0
"820844813",0
"820844814",0
"820844815",0.01
"820844816",0.39
"820844817",0.08
"820844818",0.09
"820844820",0
"820844821",0.02
"820844822",0.79
"820844901",0
"820844905",0
"820844907",0.17
"820844908",0
"820844910",0.3
"820844911",0.28
"820844912",0.2
"820844913",0.15
"820844914",0.24
"820844915",0.04
"820845006",0
"820845007",0.01
"820845101",0.06
"820845108",0.04
"820845109",0
"820845113",0
"820845114",0.1
"820845202",0
"820845204",0.21
"820845207",0.36
"820845208",0.37
"820845209",0.14
"820845212",0.17
"820845214",0.08
"820845304",0.64
"820845315",0.02
"820845319",0.06
"820845405",0.04
"820845406",0.17
"820845407",0.4
"820845408",0.11
"820845505",0.09
"820845512",0.06
"820845515",0
"820845522",0.53
"820845603",0.02
"820845702",0.01
"820845903",0
"820845904",1
"820845905",1
"820845906",0.02
"820845907",0.01
"820845917",0.05
"820845920",0.02
"820845921",0.74
"820845922",0.99
"820845923",1
"820846101",0
"820846107",0.17
"820846108",0.08
"820846109",0.03
"820846114",0.51
"820846115",0
"820846201",0.05
"820846203",0
"820846205",0.27
"820846206",0.31
"820846207",0.01
"820846209",0.42
"820846210",0.11
"820846217",0.01
"820846301",0.02
"820846302",0.05
"820846303",0.1
"820846304",0.37
"820846305",0.07
"820846308",0.16
"820846309",0.08
"820846310",0.06
"820846311",0.27
"820846312",0.05
"820846313",0.05
"820846405",0.01
"820846504",0.01
"820846505",0
"820846601",0
"820846801",0
"820847703",0
"820847705",0
"820847717",0.02
"820847718",0.43
"820847719",0.02
"820847720",0.02
"820847805",0
"820848119",0.03
"820848201",0.01
"820848209",0.54
"820848210",0.28
"820848215",0.21
"820848216",0
"820848308",0
"820848401",0.03
"820848402",0
"820848407",0.05
"820848412",0.02
"820848413",0.16
"820848416",0.02
"820848501",0.37
"820848502",0.64
"820848503",0.06
"820848504",0.05
"820848509",0.14
"820848513",0.1
"820848514",0.1
"820848604",0.02
"820848605",0.01
"820848607",0.01
"820848610",0.18
"820848611",0
"820848705",0.05
"820848706",0.43
"820848707",0.09
"820848712",0.01
"820848806",0.03
"820848807",0.07
"820848817",0.09
"820848903",0.18
"820848904",0.04
"820848908",0.08
"820848909",0.03
"820848911",0.04
"820848912",0.03
"820910601",0.04
"820910605",0.07
"820910608",0
"820910612",0.03
"820910615",0
"820980310",0
"820980316",0.13
"820980404",0.1
"821050108",0
"821050109",0
"821050301",0.02
"821050306",0.01
"821050310",0.06
"821050315",0
"821190103",0
"821190107",0.05
"821190108",0.09
"821190118",0.05
"821190121",0.1
"821190201",0.01
"821190202",0.03
"821190301",0
"821190302",0.02
"821190308",0.1
"821190312",0.05
"821190401",0.01
"821190402",0.32
"821190406",0.08
"821190414",0.04
"821190426",0.76
"821190507",0.05
"821190515",0.05
"821190805",0.73
"821190813",0
"821190814",0.07
"821190815",0.26
"821190816",0.01
"821190817",0.01
"821190901",0.03
"821190902",0.63
"821190903",0.05
"821191006",0.05
"821260105",0
"821260506",0.01
"821260509",0.01
"821330617",0
"821330620",0.1
"821330629",0.05
"821330630",0.01
"860351101",0
"860351106",0.01
"860351108",0.01
"860351201",0.02
"860351203",0
"860351205",0.09
"860351206",0
"860351207",0.13
"860351218",0
"860351219",0.03
"860351301",0.01
"860351303",0.06
"860351309",0
"860351310",0.44
"860351313",0.13
"860351315",0.05
"860351316",0.09
"860351318",0.5
"860351401",0.54
"860351402",0.25
"860351403",0.12
"860351404",0.02
"860351405",0.21
"860351407",0.37
"860351413",0
"860351414",0.25
"860351415",0.3
"860351416",0.01
"860351505",0.02
"860351510",0.02
"860351511",0.03
"860351512",0.34
"860351513",0.51
"860351514",0.17
"860351515",0
"860351516",0.38
"860351517",0.58
"860351611",0.08
"860351612",0.06
"860490301",0
"860490305",0.02
"860490307",0.19
"860490308",0.57
"860490309",0.54
"860490310",0.09
"860490311",0.18
"860490312",0.02
"860490503",0.13
"860490504",0.17
"860490801",0
"860490802",0.12
"860490811",0.01
"860490814",0.06
"860490818",0.05
"860491001",0.15
"860491003",0.83
"860491004",0.68
"860491006",0.26
"860491008",0.21
"860491101",0.04
"860491103",0.03
"860491220",0.06
"860491511",0
"860491601",0.01
"860491607",0.21
"860491610",0.12
"860491612",0
"860491614",0.34
"860491616",0.82
"860491708",0.05
"860491709",0
"860491710",0.05
"860491716",0.09
"860491717",0.36
"860491801",0.03
"860491803",0.13
"860491811",0.31
"860491812",0.15
"860491814",0.01
"860560303",0
"860560307",0.03
"860560313",0
"860630402",0
"860630602",0.04
"860630603",0
"860630611",0
"860630612",0.09
"860630613",0.06
"860630802",0
"860630812",0.18
"860630814",0.11
"860630815",0.03
"860770103",0
"860770505",0
"860770506",0.18
"861190404",0
"861190406",0
"861190410",0.09
"861190411",0.02
"861190413",0.01
"940070401",0
"940071305",0
"940071402",0
"940071404",0
"940071412",0.07
"940071413",0.67
"940071414",0.89
"940071415",0.01
"940071416",0.21
"940140103",0
"940140402",0.02
"940140403",0.22
"940140404",0.23
"940140405",0.08
"940140407",0.02
"940140413",0.11
"940140501",0.13
"940140601",0.01
"940140611",0.18
"940140612",0.7
"940140703",0.02
"940140704",0
"940140713",0.15
"940140803",0
"940140805",0
"940140808",0.35
"900140101",0.02
"900140103",0
"900140104",0.08
"900140109",0
"900140111",0.63
"900140112",0
"900140113",0
"900140114",0.08
"900140115",0.04
"900140116",0.12
"900140119",0.03
"900140120",0.03
"900140122",0.07
"900140123",0
"900140124",0.02
"900140125",0.11
"900140126",0
"900140127",0.04
"900140128",0.67
"900140129",0.09
"900140130",0.39
"900140131",0.29
"900141201",0
"900141203",0.04
"900141204",0.02
"900141205",0.23
"900141210",0.01
"900141211",0.21
"900141219",0.01
"900141222",0.17
"900141301",0.16
"900141305",0.44
"900141306",0.13
"900141310",0.2
"900141311",0.33
"900141314",0.45
"900141601",0
"900141602",0
"900210204",0.01
"900210208",0
"900210209",0.02
"900210502",0.01
"900210507",0.14
"900210601",0.01
"900210602",0.02
"900210607",0.26
"900210617",0
"900210619",0.14
"900210701",0.01
"900210702",0.03
"900210703",0.07
"900210704",0.03
"900210710",0.06
"900210716",0.01
"900210720",0.02
"900210723",0.05
"900210724",0
"900210725",0.97
"900280108",0.02
"900280109",0.09
"900280110",0
"900280112",0.01
"900280305",0
"900280306",0.01
"900280307",0.01
"900280317",0.02
"900420101",0.01
"900420102",0.02
"900420116",0.02
"900420203",0
"900420204",0
"900420206",0.01
"900420210",0
"900420212",0
"900420214",0.08
"900420217",0.03
"900560301",0.02
"900560402",0.01
"900560403",0
"900560408",0.04
"900630101",0
"900630102",0.01
"900630103",0.01
"900630105",0.03
"900630112",0.25
"900630114",0.06
"900630205",0
"900630206",0.04
"900630208",0
"900630212",0.1
"900630219",0.02
"900630301",0.03
"900630302",0
"900630305",0.69
"900630404",0
"900630411",0
"900630412",0
"900630416",0.02
"900630501",0.02
"900630503",0.03
"900630509",0.05
"900630510",0.33
"900630513",0.02
"900700301",0
"900700303",0
"900701301",0
"900701303",0.01
"900701304",0.05
"900701401",0
"900701402",0.21
"900701409",0.02
"900770104",0.03
"900770123",0
"900770202",0
"900770203",0.01
"900770210",0.09
"900770213",0
"900770407",0
"900840101",0.05
"900840106",0.35
"900840107",0.28
"900840201",0.11
"900840202",0.03
"900840301",0.25
"900840302",0.1
"900840304",0
"900840401",0.12
"900840407",0.56
"900840408",0
"900840409",0.01
"900840415",0
"900840416",0.06
"900840601",0.05
"900840606",0.03
"900840608",0.11
"900840609",0.36
"900840611",0.06
"900840612",0.03
"900840614",0.1
"900840701",0.13
"900840801",0.25
"900840802",0.19
"900840803",0
"900840804",0
"900840805",0.26
"900840813",0
"900840814",0.26
"900840815",0
"900840819",0
"900840820",0.14
"900840906",0.14
"900840907",0.14
"900841002",0.07
"900841003",0.12
"900841004",0.15
"900841005",0.14
"900841006",0.19
"900841007",0.12
"900841008",0.09
"900841009",0.11
"900841010",0.19
"900841011",0.2
"900841025",0.01
"900841105",0.09
"900841106",0.01
"900841107",0.24
"900841109",0
"900841618",0.09
"900842115",0.03
"900842205",0.17
"900842208",0.08
"900842210",0.07
"900842211",0.02
"900842212",0.95
"900842213",0.2
"900842214",0.26
"900842215",0.52
"900842216",0
"900842217",0.7
"900842218",1
"900842219",0.94
"900842220",0.93
"900842221",0.98
"900842222",0.05
"900842223",0.53
"900842305",0.02
"900842306",0.11
"900842314",0.03
"900842408",0.04
"900842409",0
"900842419",0.02
"900842501",0.42
"900842502",0.63
"900842503",0
"900842510",0
"900842511",0.33
"900842512",0
"900842607",0
"900842608",0
"900842609",0.04
"900842610",0.5
"900842611",0
"900842612",0.22
"900842613",0.03
"900842615",0.14
"900842616",0.56
"900842703",0
"900842705",0.09
"900842706",0
"900842711",0
"900842801",0.05
"900842804",0.9
"900842805",0.99
"900842806",0.99
"900842807",0.5
"900842808",0.05
"900842809",0
"900842811",0.43
"900842812",0.57
"900842813",0.44
"900842815",0
"900842816",0.17
"900842817",0.95
"900842818",0.13
"900842823",0
"900842824",0.11
"900842905",0.99
"900842906",1
"900842907",0
"900842908",0.31
"900842911",0
"900842912",0.86
"900842913",1
"900842914",0.44
"900842915",0.72
"900842916",0.27
"900843003",0
"900843004",0
"900843005",0
"900843009",0.84
"900843010",0.91
"900843012",0.27
"900843013",0.23
"900843014",0
"900843015",0
"900843016",0.17
"900843019",0.57
"901050302",0
"901050504",0
"901050601",0.01
"901050602",0
"901050605",0.19
"901050607",0.01
"901050609",0.05
"901050618",0.05
"901050625",0.05
"901050701",0.01
"901050702",0.01
"901050704",0.11
"901050705",0
"901050706",0.02
"901050709",0.23
"901050710",0
"901050711",0
"901050712",0.01
"901050713",0.06
"901050714",0.03
"901050801",0.01
"901050802",0
"901050804",0.03
"901050813",0.03
"901050902",0
"901050903",0.09
"901050904",0.02
"901050905",0.01
"901050913",0.03
"901050917",0
"901051003",0.03
"901051005",0.08
"901051010",0.03
"901051013",0.01
"901051016",0.05
"901051019",0.05
"901051020",0.07
"901051021",0.02
"901051024",0.01
"901190201",0
"901190208",0.05
"901190209",0
"901190302",0
"901190304",0.09
"901190317",0.02
"901190318",0.01
"901190401",0.17
"901190402",0
"901190403",0.25
"901190501",0
"901190508",0
"901190514",0.01
"020010101",0
"020010201",0.46
"020010202",0.98
"020010203",0.99
"020010204",0.14
"020010205",1
"020010206",1
"020010207",0.95
"020010208",1
"020010209",1
"020010210",1
"020010211",0.99
"020010212",0.11
"020010213",0.94
"020010214",0.93
"020010215",1
"020010216",0.9
"020010217",1
"020010218",1
"020010219",1
"020010301",0.44
"020010302",1
"020010303",1
"020010304",0.98
"020010305",0.99
"020010306",0.96
"020010307",1
"020010308",1
"020010309",1
"020010310",0.99
"020010311",0.47
"020010312",0.8
"020010313",0.86
"020010314",1
"020010315",1
"020010316",1
"020010317",1
"020010318",0.78
"020010319",1
"020010320",0.56
"020010321",0.08
"020010322",0.19
"020010323",0.89
"020011314",0.01
"020020102",0.03
"020040111",0.02
"020040313",0.01
"020040901",0.03
"020040907",0.02
"020041001",0.02
"020041002",0.87
"020041003",0.92
"020041004",0.98
"020041005",0.36
"020041006",0.99
"020041007",0.99
"020041008",0.99
"020041009",0.98
"020041105",0
"020041106",0.01
"020041107",0.01
"020041109",0.03
"020041801",0
"020041908",0.16
"020042302",0.01
"020042309",0
"020042312",0.02
"020042401",1
"020042402",1
"020042403",1
"020042404",1
"020042405",0.94
"020042406",0.41
"020042501",0.97
"020042502",0.58
"020042503",0.47
"020042504",0.97
"020042601",0.93
"020042602",0.16
"020042603",0.24
"020071208",0
"020071609",0.01
"020071701",0.05
"020071702",1
"020071703",1
"020071704",1
"020071705",1
"020071706",0.6
"020071707",1
"020071708",1
"020071709",1
"020071710",1
"020071711",1
"020071801",0.76
"020071802",0.67
"020071803",0.62
"020071804",0.99
"020071805",0.99
"020071806",0.06
"020071807",0.01
"020071808",0
"020071809",0.54
"020071810",0.72
"020071811",0.97
"020071901",0.18
"020071904",0.01
"020071905",0.04
"020071906",0.19
"020072010",0
"020080101",0.1
"020080102",0.03
"020080103",1
"020080104",0.96
"020080105",0.81
"020080106",1
"020080107",0.97
"020080108",0.02
"020080109",0.62
"020080110",1
"020080111",1
"020080112",0.56
"020080201",0
"020080301",0.01
"020080303",0
"020080306",0
"020080308",0.25
"020080309",0.37
"020080310",0.33
"020080607",0.04
"020080609",0
"020080610",0.02
"020080611",0.1
"020080701",0.75
"020080702",1
"020080703",1
"020080704",1
"020080705",1
"020080706",1
"020080707",1
"020080708",1
"020080709",1
"020080710",1
"020080711",0.79
"020080712",0.2
"020080713",0.56
"020080714",0.24
"020080807",0
"020080810",0.01
"020081001",0
"020081204",0.04
"020081207",0
"020081401",0.72
"020081402",1
"020081403",0.4
"020081404",0.01
"020081501",0.03
"020081502",0.83
"020081503",0.76
"020081504",1
"020081505",0.62
"020081506",0.97
"020081507",0.7
"020081508",0.96
"020081509",0.24
"020091003",0.05
"020091307",0
"020091403",0
"020091404",0.01
"020091405",0.99
"020091406",0.71
"020091407",1
"020091408",1
"020091409",0.13
"020091410",0.49
"020091604",0
"020091612",0.02
"020091613",0
"020150706",0.26
"020150708",0.01
"020150907",0.02
"020150908",0.02
