"link","Pje_Total_BP_en_RC"
"064900110",1
"064900111",0.95
"064900112",0.61
"064900113",0.21
"064900114",0.96
"064900201",0.97
"064900202",0.84
"064900203",0.51
"064900204",0.77
"064900205",0.69
"064900206",0.82
"064900207",0.91
"064900208",0.95
"064900209",0.97
"064900210",0.99
"064900301",1
"064900302",1
"064900303",0.55
"064900304",1
"064900305",0.88
"064900306",0.56
"064900309",0.29
"064900310",0.97
"064900311",0.97
"064900312",0.99
"064900313",1
"064900401",0.99
"064900402",0.98
"064900403",0.99
"064900404",0.98
"064900405",0.93
"064900406",0.52
"064900407",0.89
"064900408",0.95
"064900409",0.98
"064900410",0.53
"064900501",0.2
"064901605",0
"064901701",0.19
"064901702",0.47
"064901703",0.64
"064901704",0.01
"064902901",0
"064902903",0
"064902905",0
"064902906",0.48
"064902907",0.12
"064902908",0.04
"064903109",0
"064903202",0.04
"064903209",0.22
"064903210",0.26
"064903401",0.42
"064903404",0.02
"064903405",0.01
"064903411",0.01
"064903503",0.97
"064903504",0.97
"064903505",1
"064903506",1
"064903507",0.99
"064903508",0
"064903514",0
"064903517",0.28
"064903518",0.01
"064903609",0.01
"064903610",0.01
"064903611",0
"064903612",0
"064903710",0.09
"064903801",0.1
"064903803",0.55
"064903804",0.17
"064903805",0.8
"064903806",0.84
"064903807",0.44
"064903808",0.44
"064903809",0.24
"064903810",0.23
"064903812",0.01
"064903813",0
"064903814",0
"064903816",0
"064903817",0
"064903901",0.99
"064903902",0.99
"064903903",0.93
"064903904",0.53
"064903905",0.85
"064903906",0.8
"064903907",0.33
"064903908",0.38
"064903909",0.7
"064903910",0.01
"064903911",0.01
"064903912",0
"064903913",1
"064903914",0.92
"064903915",0.94
"064903916",0.87
"064904001",0.64
"064904002",0.94
"064904003",1
"064904004",0.99
"064904005",1
"064904006",1
"064904007",0
"064904008",0.2
"064904009",0.98
"064904010",0.97
"064904011",1
"064904012",0.6
"064904013",0.99
"064904101",0
"064904403",0
"064904405",0.07
"064904413",0.07
"064904506",0.04
"064970305",0
"064970306",0.01
"064970307",0.44
"064970308",0.5
"064970309",0.15
"064970310",0.29
"064970311",0.09
"064970504",0.14
"064970505",0.5
"064970506",0.24
"064970510",0.05
"064970511",0.17
"064970512",0.18
"064970606",0.06
"064970607",0.02
"064970613",0.13
"064971003",0
"064971008",0.21
"064971301",0.29
"064971302",0.06
"064971409",0.01
"065050306",0
"065050316",0.02
"065050320",0.01
"065050321",0
"065050322",0.01
"065110702",0
"065150103",0.01
"065150107",0.02
"065150108",0.06
"065150109",0
"065150110",0.93
"065150111",0.25
"065150112",0.28
"065150113",0.28
"065150210",0.03
"065150213",0.2
"065150214",0.51
"065150215",0.21
"065150216",0.29
"065150303",0.36
"065150406",0.12
"065150410",0.02
"065150411",0.66
"065150501",0.16
"065150512",0
"065150604",0.03
"065150701",0.12
"065150801",0.02
"065150806",0.21
"065150809",0.02
"065150810",0.11
"065150811",0.03
"065150905",0.02
"065150913",0.14
"065150914",0.17
"065151012",0.06
"065151013",0
"065151203",0.06
"065151209",0.01
"065151210",0.03
"065151401",0.12
"065151402",0.1
"065151403",0.3
"065151405",0
"065151408",0.02
"065151502",0.03
"065151504",0.03
"065151505",0.01
"065151506",0.19
"065151508",0.05
"065151509",0.04
"065151510",0.02
"065151603",0.01
"065151606",0.03
"065151608",0.05
"065151609",0.01
"065151706",0.06
"065151710",0.01
"065151801",0.04
"065151802",0.26
"065151803",0.22
"065151804",0.48
"065151805",0.05
"065151810",0.04
"065151812",0.09
"065151813",0.08
"065151901",0.2
"065151902",0.05
"065151903",0.12
"065151904",0.04
"065151905",0.42
"065151906",0
"065151910",0.14
"065152002",0.51
"065152003",0.78
"065152004",0.27
"065152005",0.13
"065152008",0
"065152009",0
"065152010",0.1
"065152112",0.04
"065250101",0.5
"065250102",0.34
"065250410",0
"065250411",0.47
"065250413",0.01
"065250414",0.08
"065250415",0.15
"065250416",0.16
"065250501",0.02
"065320203",0.01
"065320205",0.04
"065320304",0.01
"065320305",0.32
"065320307",0.16
"065320309",0.06
"065320503",0
"065320901",0
"065320902",0
"065320903",0.07
"065320904",0
"065320905",0
"065320910",0.02
"065321002",0.01
"065321505",0.04
"065321506",0.05
"065390101",0.06
"065390107",0.11
"065390108",0.36
"065390109",0.5
"065390110",0.41
"065390111",0.06
"065390201",0.06
"065390202",0
"065390606",0.05
"065390705",0.07
"065390706",0.01
"065390707",0.03
"065390806",0.02
"065391007",0.06
"065391008",1
"065391009",1
"065391010",0.61
"065391011",0
"065391016",0.08
"065391107",0.03
"065391209",0
"065391210",0.04
"065391304",0.34
"065391309",0.01
"065391701",0.22
"065391702",0.09
"065391703",0.04
"065391801",0.18
"065391806",0.05
"065391807",0.13
"065391901",0.01
"065392014",0.16
"065392314",0
"065392413",0.11
"065392601",0.04
"065392602",0.46
"065392603",0.17
"065392604",0.9
"065392605",0.65
"065392606",0.5
"065392607",0.14
"065392613",0
"065392701",0.8
"065392702",0.81
"065392703",0.9
"065392709",0.73
"065392710",0.43
"065392711",0.62
"065392712",0.5
"065392801",0.24
"065392802",0
"065392803",0
"065392806",0.48
"065392807",0.64
"065392808",0.55
"065392901",0.02
"065392903",0
"065392904",0
"065392908",0.05
"065392909",0.05
"065392910",0.15
"065392911",1
"065392912",0.43
"065392913",0.06
"065392914",0
"065392915",0.01
"065392916",0
"065392917",1
"065392918",1
"065392919",1
"065392920",0.82
"065392921",0.21
"065393001",0.02
"065393006",0.02
"065393007",0.19
"065393008",0
"065393103",0.17
"065393203",0.03
"065393204",0.24
"065393205",0.91
"065393206",0.99
"065393207",0.99
"065393208",1
"065393211",0.37
"065393212",0
"065393303",0.01
"065393304",0.64
"065393305",0.22
"065393306",0.04
"065393307",0.23
"065393308",0.76
"065393309",0.78
"065393310",0.04
"065393311",0.1
"065393312",0
"065393315",0.02
"065393401",0.35
"065393402",0.29
"065393403",0.6
"065393404",0.28
"065393405",0.9
"065393406",0.98
"065393407",0.14
"065393408",0.15
"065393410",0.1
"065393412",0.09
"065393415",0.26
"065393416",0
"065393417",0.06
"065470901",0
"065470905",0.01
"065530204",0
"065530302",0.05
"065530303",0.01
"065600101",0
"065600102",0.23
"065600103",0.11
"065600108",0.23
"065600109",0.12
"065600111",0
"065600113",0
"065600114",0.08
"065600115",0.02
"065600201",0.09
"065600205",0.46
"065600206",0.13
"065600207",0.06
"065600208",0.01
"065600211",0.23
"065600212",0.01
"065600213",0.1
"065600214",0.42
"065600215",0.04
"065600216",0.38
"065600301",0.32
"065600303",0
"065600306",0
"065600307",0.38
"065600308",0.23
"065600309",0.03
"065600315",0.1
"065600316",0.02
"065600407",0.12
"065600418",0.05
"065600420",0.16
"065600503",0.02
"065600504",0.11
"065600509",0.02
"065600601",0
"065600603",0
"065600604",0.17
"065600607",0.02
"065600609",0.06
"065600612",0.01
"065600613",0.18
"065600614",0.16
"065600616",0.23
"065600617",0.78
"065600618",0.24
"065600702",0
"065600706",0.1
"065600709",0.33
"065600710",0.1
"065600714",0.43
"065600715",0.07
"065600716",0.16
"065600717",0.09
"065600802",0.04
"065600803",0.12
"065600807",0.09
"065600808",0.03
"065601101",0
"065601104",0
"065601110",0.04
"065601113",0
"065601114",0
"065601203",0.1
"065601401",0.1
"065601404",0.27
"065601405",0.77
"065601406",0.84
"065601407",0.24
"065601408",0.55
"065601409",0.15
"065601501",0.14
"065601509",0.12
"065601601",0.07
"065601602",0
"065601604",0.17
"065601702",0.17
"065601703",0.29
"065601705",0
"065601713",0.03
"065601714",0.03
"065601715",0
"065601720",0
"065601721",0.33
"065601807",0
"065601902",0.01
"065601906",0
"065601915",0.23
"065601916",0.03
"065601917",0
"065601918",0
"065601919",0.33
"065601920",0.08
"065602002",0
"065602003",0.33
"065602004",0.2
"065602006",0
"065602007",0.03
"065602008",0
"065602009",0.92
"065602010",0.45
"065602013",0
"065602014",0.07
"065602101",0.19
"065602102",0.27
"065602103",0.57
"065602104",0.21
"065602201",0.26
"065602514",0.08
"065681007",0.04
"065681403",0.01
"065682509",0.3
"065682510",0.52
"065682805",0.02
"065682808",0.12
"065682901",0.01
"065682907",0.01
"065683106",0.07
"065683107",0.01
"065683109",0.07
"065683112",0.11
"065810110",0.02
"065810201",0.09
"065810401",0
"065810405",0.01
"065811205",0
"065811301",0
"065811304",0.26
"065811402",0.01
"065811501",0.02
"065811502",0.01
"065811504",0
"065811507",0.01
"065880203",0.01
"065880204",0.01
"065880911",0.02
"065951604",0
"065952603",0.02
"065952605",0.08
"065952608",0
"065952703",0.01
"065952707",0
"066020308",0.04
"066021609",0.03
"066021610",0.05
"066021611",0.31
"066090107",0.07
"066090108",0.01
"066090206",0.12
"066090207",0.1
"066090213",0.14
"066090609",0
"066230109",0.01
"066230110",0.18
"066230111",0.03
"066230409",0.09
"066232001",0
"066232002",0.63
"066232004",0.1
"066232005",0.18
"066232006",0.44
"066232009",0.11
"066232011",0.3
"066232012",0.15
"066232101",0.32
"066232208",0.01
"066232504",0
"066232801",0.28
"066232802",0.03
"066232901",0.05
"066232902",0.02
"066232903",0
"066232904",0
"066232907",0.02
"066232908",0.04
"066232910",0.13
"066232911",0.24
"066380101",0
"066380102",0.3
"066380105",0
"066380107",0.9
"066380108",0.22
"066380109",0.19
"066380110",0.36
"066380111",0
"066380113",0.04
"066380203",0.05
"066380301",0.16
"066380302",0.86
"066380303",0.3
"066380304",0.32
"066380406",0.16
"066380407",0.19
"066380408",0.12
"066380601",0.09
"066380615",0
"066380701",0.93
"066380703",0.65
"066380803",0
"066380808",0.32
"066380809",0
"066380814",0.02
"066380816",0
"066380909",0.01
"066380910",0.07
"066381001",0.04
"066381006",0
"066381008",0.66
"066381009",0.09
"066381010",0.09
"066381101",0.25
"066381102",0.09
"066381103",0.11
"066381104",0
"066381108",0.12
"066381110",0.28
"066381111",0.04
"066381112",0.07
"066381210",0.06
"066381211",0.39
"066381302",0
"066381303",0.04
"066381304",0.09
"066381305",0.01
"066381307",0.04
"066381310",0.59
"066381311",0.59
"066381312",0.01
"066381401",0
"066381402",0.08
"066381403",0.48
"066381404",0.5
"066381408",0.37
"066381409",0.37
"066381510",0
"066381511",0.02
"066381514",0.36
"066381610",0.02
"066381702",0.06
"066381801",0.49
"066381802",0.72
"066381804",0
"066381806",0
"066381807",0.04
"066381808",0.07
"066381810",0
"066381904",0.08
"066382005",0.14
"066382204",0.12
"066382205",0.14
"066382206",0.05
"066382210",0.01
"066382211",0.06
"066382212",0.08
"066382213",0.16
"066382301",0.64
"066382302",0.02
"066440502",0
"066480114",0.26
"066480117",0.47
"066480118",0.49
"066480119",0.01
"066480201",1
"066480202",0.17
"066480203",0
"066480204",1
"066480205",1
"066480206",1
"066480207",0
"066480208",0.62
"066480210",0.06
"066480302",0
"066480303",0.17
"066480304",0.99
"066480305",0.99
"066480306",0.98
"066480307",0.97
"066480308",0.96
"066480309",0.05
"066480310",0
"066480311",0.62
"066480313",0
"066480314",0
"066480315",0.72
"066480316",0.02
"066480404",0.21
"066480405",0
"066480406",0.97
"066480501",0.37
"066480502",0.7
"066480503",0.18
"066550203",0.02
"066550205",0
"066550206",0.06
"066550309",0
"066550310",0.57
"066580112",0.26
"066580113",0
"066580201",0.04
"066580204",0.26
"066580205",0.4
"066580206",0.49
"066580207",0.27
"066580208",0.19
"066580209",0.01
"066580210",0.14
"066580211",0.53
"066580302",0.2
"066580303",0.01
"066580401",0.05
"066580413",0
"066580706",0
"066580708",0.2
"066580709",0.39
"066580710",0.65
"066580711",0
"066581001",0.69
"066581002",0.98
"066581003",0
"066581011",0
"066581012",0.38
"066581013",0.97
"066581203",0.01
"066581301",0.95
"066581302",0.28
"066581303",1
"066581304",1
"066581305",1
"066581306",1
"066581307",1
"066581308",1
"066581309",1
"066581310",1
"066581401",0.57
"066581402",1
"066581403",1
"066581404",0.66
"066581405",0.45
"066581406",0.33
"066581407",0.62
"066581408",1
"066581409",0.7
"066581410",0.95
"066581501",0
"066581502",0
"066581503",0.51
"066581504",1
"066581505",0.33
"066581506",0
"066581507",0
"066581508",0
"066582005",0
"066582006",0.9
"066582102",0
"066582104",0.01
"066582106",0
"066582107",0.68
"066582108",0.32
"066582109",0.93
"066582110",0
"066582111",0.01
"066582114",0.15
"066582115",0.96
"066582116",0.64
"066582209",0.28
"066582210",0.05
"066582304",0
"066582306",0.01
"066582309",0.28
"066582310",0.27
"066582311",0.01
"066582511",0.93
"066582512",0.97
"066582513",0
"066582601",0.31
"066582602",0.17
"066582603",0.01
"066582701",0.32
"066582702",0.28
"066582703",0.01
"066582705",0.01
"066582710",0
"066582711",0.08
"066582712",0.78
"066582713",0.77
"066582714",0.98
"066582715",0.79
"066582716",0.97
"066582806",0.46
"066582907",0
"066582908",0.02
"066582909",0.99
"066582910",0.03
"066583008",0.43
"066583009",0.31
"066583010",0
"066583103",0
"066583104",0
"066583510",0.11
"066583601",0.17
"066583602",0.27
"066583607",0
"066583608",0.15
"066583609",0.07
"066583611",0.02
"066583613",0.38
"066583614",0.12
"066583701",0.01
"066583702",0.82
"066583703",0.17
"066583704",0.48
"066583705",0.22
"066583706",0.46
"066583707",0.18
"066583708",0
"066583710",0.09
"066583713",0.01
"066583801",0.29
"066583802",0.32
"066583803",0.99
"066583804",0.47
"066583805",0
"066583806",0.17
"066583807",0.01
"066583808",0.01
"066583809",0.64
"066583810",0.58
"066583811",0.26
"066583814",0.11
"066583815",0
"066583816",0
"066583901",0
"066583904",0.03
"066583906",0.55
"066584001",0.53
"066584002",1
"066584003",0.87
"066584004",0.98
"066584005",0.98
"066584006",0.98
"066584007",0.12
"066584008",0.28
"066584009",0.97
"066584010",0.96
"066584011",0.36
"066584012",0.27
"066584014",0.04
"066584017",0.07
"066584101",0.52
"066584110",0
"066584111",0.02
"066584112",0.21
"066584114",0.14
"066584115",0.18
"066584201",0.41
"066584202",0
"066584205",0.21
"066584303",0
"066584304",0.97
"066584305",0.99
"066584306",0.93
"066584307",0.93
"066584401",0.09
"066584402",0.2
"066584403",0.07
"066584410",0.17
"066584411",0.05
"066584412",0.08
"066584413",0.28
"066584414",0.13
"066650303",0.01
"066650306",0
"066650307",0.01
"066651008",0.01
"067070401",0
"067140113",0.09
"067140114",0.03
"067140504",0
"067280101",0.02
"067280102",0
"067281023",0.03
"067281024",0.02
"067490101",0
"067490102",0.04
"067490103",0
"067490104",0.63
"067490105",0
"067490312",0
"067490708",0.02
"067490709",0.98
"067490804",0
"067490903",0.01
"067490904",0
"067490905",0
"067490906",0
"067490911",0.15
"067490912",0.01
"067490913",0.99
"067491009",0
"067491012",0.01
"067491013",0
"067491102",0.21
"067491108",0.3
"067491201",0
"067491203",0.12
"067491205",0
"067491206",0.83
"067491207",0
"067491211",0.02
"067491301",0.22
"067491302",0.02
"067491319",0
"067491320",0.45
"067491409",0.04
"067491410",0.04
"067491411",0.22
"067491412",0
"067491420",0.67
"067561308",0.04
"067561309",0.92
"067561310",0.78
"067561311",0.06
"067561314",0
"067561401",0.23
"067561402",0.61
"067561405",0
"067561406",0
"067561408",0.01
"067561409",0.94
"067561410",0.96
"067561411",1
"067561412",1
"067561413",0.96
"067561414",0.98
"067561415",0
"067561502",0.05
"067561503",0.01
"067562206",0.17
"067562309",0.14
"067562501",0.4
"067562510",0.06
"067600101",0.14
"067600607",0.02
"067600609",0.44
"067600610",0.62
"067601012",0.13
"067601013",0.05
"067601209",0
"067601212",0.04
"067601215",0
"067601216",0.1
"067601217",0.7
"067601218",0.88
"067601219",0.99
"067601305",0
"067601306",0.97
"067601307",0.88
"067601308",0.68
"067601309",0.69
"067601310",0.99
"067601311",0.76
"067601314",0.17
"067601315",0.04
"067601316",0.02
"067601403",0
"067601405",0
"067601406",0.36
"067601407",0.66
"067601411",0.11
"067601412",0.19
"067601413",0.14
"067601503",0.17
"067601504",0.2
"067601505",0.61
"067601506",0.36
"067601509",0.58
"067601510",0.93
"067601511",0.96
"067601607",0
"067601804",0.59
"067601805",0.34
"067601807",0.01
"067601808",0.51
"067601809",0.22
"067601815",0
"067630109",0.05
"067630115",0.09
"067630202",0.06
"067630401",0.06
"067630502",0.19
"067630504",0
"067630505",0
"067630508",0.13
"067630509",0.11
"067630514",0.01
"067630518",0.01
"067630601",0.03
"067630603",0.02
"067630605",0.03
"067630606",0.16
"067630607",0.02
"067630609",0.01
"067630703",0.01
"067630706",0.04
"067630802",0.17
"067630809",0.01
"067630811",0.01
"067630903",0.66
"067630904",0
"067631801",0
"067631803",0.06
"067631806",0
"067700101",0.43
"067700102",0.61
"067700103",0.07
"067700104",0.26
"067700105",0.2
"067700107",0
"067700908",0
"067701004",0.03
"067701008",0.01
"067701011",0
"067701012",0.17
"067701013",0.02
"067701201",0.1
"067701202",0
"067701203",0
"067702201",0.57
"067702202",0.01
"067702204",0.27
"067702205",0.06
"067702207",0.06
"067780104",0.05
"067780108",0.01
"067780109",0.18
"067780211",0.05
"067780212",0.01
"067780213",0.7
"067780214",0.01
"067780215",0.59
"067780216",0.13
"067780217",0.08
"067780218",0.16
"067780301",0
"067780402",0
"067780501",0.14
"067780502",0
"067780506",0
"067780507",0.28
"067780603",0
"067780604",0.02
"067780902",0
"067780903",0.28
"067780904",0.15
"067780905",0
"067780909",0
"067781001",0
"067781002",0.41
"067781003",0.78
"067781008",0.35
"067781009",0.12
"067781013",0.28
"067781014",0.73
"067781015",0.13
"067911201",0.01
"067911305",0.03
"067911311",0.03
"067911814",0.01
"067912003",0.36
"067912004",0.02
"067912008",0
"067912112",0.19
"067912113",0.02
"067912115",0
"067912116",0.21
"067912207",0.05
"067912218",0.01
"068050201",0
"068050202",0
"068050203",0.08
"068050204",0.04
"068050205",0.3
"068050303",0.01
"068050304",0.01
"068050402",0.1
"068050403",0.26
"068050404",0.04
"068050405",0.19
"068050406",0
"068050407",0.48
"068050412",0
"068050505",0.06
"068050512",0.08
"068050513",0.15
"068050601",0.06
"068050809",0.05
"068050811",0.68
"068050812",0.27
"068050813",0.06
"068051108",0.17
"068051109",0.01
"068051311",0.18
"068051411",0.05
"068051604",0.23
"068051605",0.01
"068051606",0.01
"068051610",0.12
"068051811",0.01
"068051812",0.01
"068052006",0.04
"068052007",0.25
"068052008",0.04
"068052010",0.04
"068052012",0.07
"068052013",0
"068052101",0.1
"068052107",0.21
"068052201",0.27
"068052203",0.08
"068052204",0.06
"068052205",0.03
"068052206",0.03
"068052207",0.04
"068052301",0.03
"068052302",0.15
"068052303",0.03
"068052304",0.11
"068052307",0.53
"068052308",0.05
"068052309",0.14
"068052312",0.08
"068052314",0.94
"068052315",0.11
"068052403",0
"068052405",0.12
"068052406",0.48
"068052407",0.01
"068052409",0.13
"068052410",0.02
"068052501",0.11
"068052507",0.01
"068052512",0.1
"068120401",0
"068400103",0.05
"068400107",0.04
"068400108",0.06
"068400306",0.04
"068400307",0
"068400401",0.12
"068400402",0.22
"068401710",0
"068402201",0.04
"068402307",0
"068402308",0.06
"068402404",0.02
"068402405",0.25
"068402505",0.29
"068402602",0.04
"068402803",0.44
"068403101",0.34
"068403102",0
"068540202",0.02
"068540207",0.01
"068540209",0.29
"068612301",0.01
"068612302",0
"068612304",0.27
"068612305",0.15
"068612504",0.18
"068612505",0.02
"068612907",0.04
"068613002",0.05
"068613003",0.81
"068613004",0.9
"068613005",0.85
"068613006",0.72
"068613007",0
"068613008",0
"068613009",0.04
"068680301",0.32
"068680302",0.05
"068680408",0
"068680502",0
"068680503",0.03
"068680504",0.01
"068680508",0.02
"068680509",0.05
"068680510",0
"068680701",0.13
"068680809",0.21
"068750601",0
"068750602",0.1
"068750604",0.2
"068750605",0.09
"068750606",0.01
"068750608",0.33
"068751503",0.03
"068751504",0.14
"068751506",0
"068751507",0.04
"068751601",0
"068751604",0
"068751605",0
"068751606",0
"068751608",0
"068751609",0.02
"068751610",0.02
"068751611",0.13
"068751612",0
"068751615",0.1
"068820105",0.02
"068820301",0.05
"068820401",0.06
"068820403",0
"068820502",0.13
"068820504",0.04
"068820702",0
"068820703",0.24
"068820801",0.1
"068820804",0.15
"068820813",0.02
"068820901",0.01
"068820902",0.16
"068820905",0.08
"068820906",0.4
"068820907",0.08
"068820911",0.03
"068820912",0.16
"068820913",0.24
"068821001",0.04
"068821006",0.08
"068821010",0.33
"068821011",0.34
"068821101",0
"068821301",0
"068821607",0.02
"068821703",0.04
"068821704",0.38
"068821705",0.78
"068821706",0.05
"068821707",0.05
"068821709",0
"068821710",0.01
"100210101",0
"100210102",0
"100210111",0.02
"100210112",0
"100210113",0.01
"100210201",0
"100350101",0
"100350110",0.03
"100350114",0.01
"100490101",0
"100490103",0.01
"100490106",0.02
"100490110",0.07
"100490111",0.31
"100490309",0
"100490407",0.05
"100490413",0.07
"100490414",0
"100490415",0.06
"100490504",0.09
"100490505",0.04
"100490506",0.19
"100490512",0.09
"100490513",0.16
"100490515",0
"100490516",0.06
"100490517",0.03
"100490902",0.01
"100700102",0
"100700108",0.01
"101050101",0
"101050103",0
"101050104",0.01
"101050106",0.01
"101050107",0.06
"101050115",0.03
"101120401",0
"101120406",0
"101120501",0
"101120502",0.02
"101120505",0.01
"101120506",0.01
"101120510",0.06
"101120512",0.03
"220140405",0.01
"220140406",0
"220140408",0.05
"220140409",0.02
"220140410",0.21
"220140412",0.29
"220140501",0.04
"220140601",0.07
"220140604",0.34
"220210403",0
"220210502",0
"220210506",0.09
"220210507",0.02
"220210508",0.01
"220210601",0
"220210605",0.07
"220210606",0.12
"220210608",0.06
"220210802",0.76
"220210803",0.27
"220210811",0.77
"220210812",0.16
"220210813",0.2
"220210814",0.08
"220210815",0.88
"220210816",0.47
"220211506",0.06
"220211510",0.06
"220211512",0.47
"220211601",0.26
"220211602",0.23
"220211605",0.41
"220211609",0.15
"220211615",0.56
"220211618",0.73
"220211718",0.13
"220280301",0
"220280302",0
"220280309",0.01
"220280310",0.53
"220280311",0.21
"220360110",0.4
"220360301",0.09
"220360604",0
"220630101",0
"220630102",0.01
"220630105",0.06
"220630108",0
"220630202",0
"220630203",0
"220630212",0
"220630801",0.05
"220630816",0.06
"220630817",0.03
"220630824",0.05
"220630915",0.09
"220630921",0.11
"220630922",0.06
"220630923",0.03
"220630932",0.05
"220840401",0
"220840701",0
"220840704",0
"220840705",0.02
"220840706",0
"220841105",0.01
"220841111",0
"220841201",0.05
"220841202",0.11
"220841203",0.01
"220841210",0.05
"220841212",0.07
"220841215",0.09
"220910101",0.03
"220910103",0.04
"220910401",0
"220910501",0.03
"220910502",0.02
"220910507",0.01
"220910508",0.27
"220910510",0.02
"220910511",0.13
"220910512",0.06
"220910513",0.4
"220980102",0.08
"220980103",0.02
"220980104",0.04
"220980110",0.01
"220980119",0.15
"220980121",0.25
"220980201",0
"220980202",0.01
"220980203",0
"220980214",0.44
"220980603",0
"220980701",0.01
"220980708",0.01
"220980712",0.05
"220980713",0.07
"220980714",0.01
"220980715",0.03
"220980716",0.06
"220980718",0.21
"220980720",0.3
"221050301",0.21
"221050302",0.05
"221050304",0
"221050310",0
"221050311",0
"221050312",0.08
"221260311",0.01
"221330103",0.06
"221330108",0.02
"221330109",0.01
"221330110",0.02
"221330111",0.11
"221330113",0.03
"221330114",0.1
"221330411",0
"221330415",0.08
"221400101",0.21
"221400103",0
"221400104",0.03
"221400105",0.17
"221400106",0.31
"221400107",0.12
"221400108",0.03
"221400109",0.36
"221400110",0.06
"221400112",0.16
"221400113",0.34
"221400114",0.17
"221400115",0.42
"221400204",0.1
"221400207",0.43
"221400209",0.03
"221400211",0.36
"221400308",0.07
"221400311",0.01
"221400312",0.03
"221400313",0.11
"221400504",0.13
"221400505",0.11
"221400506",0.03
"221400508",0.27
"221400512",0.26
"221400513",0.05
"221400514",0.53
"221400601",0.21
"221400602",0.03
"221400605",0.06
"221400606",0.03
"221400607",0.07
"221400609",0.02
"221400610",0.06
"221400612",0
"221400704",0.2
"221400708",0.04
"221400710",0.04
"221400721",0.02
"221400726",0
"221400810",0.02
"221400907",0.02
"221401007",0.06
"221401008",0.04
"221401009",0.04
"221401015",0.18
"221401017",0.11
"221401018",0
"221401019",0.22
"221401020",0.19
"221401021",0.18
"221401601",0.15
"221401604",0.1
"221401605",0.01
"221401608",0.09
"221401609",0.03
"221401617",0.29
"221401621",0.07
"221401701",0.22
"221401702",0.23
"221401703",0.02
"221401705",0.23
"221401706",0.06
"221401707",0.02
"221401710",0.41
"221401801",0.39
"221401802",0.42
"221401803",0.04
"221401804",0.52
"221401805",0.16
"221401806",0.68
"221401807",0.31
"221401809",0.04
"221401810",0.12
"221401811",0.19
"221401814",0.08
"221401815",0.24
"221401816",0.33
"221401817",0.03
"221401818",0
"221401819",0.52
"221401820",0.11
"221401821",0.13
"221401902",0.03
"221401904",0.1
"221401908",0.26
"221401910",0.03
"221401913",0
"221402005",0.9
"221402006",0.76
"221402007",0.09
"221402010",0.11
"221402011",0.16
"221402101",0.06
"221402103",0.1
"221402104",0.34
"221402105",0.38
"221402106",0.05
"221402107",0.05
"221402108",0.14
"221402109",0.02
"221402201",0
"221402501",0.1
"221402502",0.01
"221402503",0.01
"221402505",0.12
"221402506",0.02
"221402509",0.25
"221402510",0.02
"221402511",0.23
"221402512",0.1
"221402516",0
"221402601",0.29
"221402606",0.06
"221402607",0.02
"221402609",0.2
"221402703",0.02
"221402707",0.59
"221402711",0.09
"221402714",0.02
"221402715",0.05
"221402716",0.11
"221402720",0.6
"221402721",0.05
"221402722",0.06
"221402723",0.16
"221402724",0.94
"221402725",0.82
"221402726",0.47
"221402801",0.05
"221402803",0.02
"221402805",0.08
"221402806",0.25
"221402807",0.17
"221402808",0
"221402811",0.19
"221402901",0.04
"221402902",0.23
"221402904",0.04
"221402905",0.16
"221402906",0.04
"221402907",0.03
"221402914",0.52
"221402915",0.26
"221402916",0.01
"221402920",0.13
"221403001",0.05
"221403002",0
"221403003",0.18
"221403004",0.03
"221403005",0.09
"221403007",0.36
"221403008",0.25
"221403009",0.43
"221403011",0.09
"221403012",0.06
"221403013",0.15
"221680107",0.25
"221680108",0.61
"221680109",0.02
"221680113",0.25
"221680115",0.1
"221680116",0.85
"221680309",0.03
"221680310",0.1
"221680403",0
"260070301",0
"260070413",0.03
"260070501",0.03
"260070511",0.11
"260140901",0
"260210501",0
"260210504",0.12
"260210510",0
"260210511",0.13
"260210514",0.07
"260210515",0.01
"260210518",0.23
"260210802",0.01
"260210812",0.02
"260211101",0.48
"260211102",0.02
"260211103",0
"260211107",0.08
"260211201",0.01
"260211203",0.02
"260211413",0.01
"260211601",0.04
"260211603",0.01
"260211604",0.17
"260211608",0.26
"260211610",0
"260211611",0.01
"260211612",0.52
"260211615",0.04
"260211701",0
"260211702",0.03
"260211706",0.04
"260211707",0.04
"260211710",0.02
"260211711",0.18
"260211712",0
"260211713",0.01
"260211802",0.02
"260211803",0.1
"260211903",0.02
"260211908",0.65
"260211909",0.69
"260211913",0.04
"260211914",0
"260211915",0.02
"260350201",0
"260770401",0
"260770520",0.23
"260770702",0.14
"260770703",0.04
"260770704",0
"260770801",0
"260770901",0.02
"260770902",0.3
"260770903",0.03
"260770912",0.27
"260771103",0.39
"260771104",0.01
"260771105",0.01
"260771114",0.05
"140070206",0.02
"140070211",0.01
"140070403",0
"140070414",0.03
"140140101",0
"140140104",0
"140140109",0.03
"140140201",0
"140140301",0
"140140303",0.06
"140140304",0.03
"140140305",0.03
"140140306",0.01
"140140308",0.09
"140140309",0.01
"140140410",0
"140140504",0
"140140506",0.14
"140140507",0.28
"140140604",0
"140140609",0.01
"140140610",0
"140140706",0
"140140707",0
"140140804",0.97
"140140805",0.1
"140140808",0.35
"140140809",0
"140140810",0.51
"140140811",0
"140140812",0
"140140903",0.06
"140140904",0
"140141001",0
"140141101",0.04
"140141105",0.05
"140141107",0.1
